date,store id,product id,category,location,inventory level,units sold,units ordered,demand forecast,price,discount,weather condition,holiday/promotion,competitor pricing,seasonality,record_id,region,city,state,country,store_name
2025-01-01,S005,P0021,EV Vehicles,East,1660.404,145.221,165.838,151.41,51.49,23.05,Rainy,0.0,49.91,Winter,live-1775113543-004,East,Guwahati,Assam,India,Retail Hub 5
2024-01-01,S004,P0004,Electronics,South,146.976,33.787,214.876,35.85,56.69,0.18,Sunny,0.0,59.1,Winter,live-1775113543-005,South,Coimbatore,Tamil Nadu,India,Retail Hub 4
2025-01-01,S003,P0002,Furniture,West,1588.775,155.265,155.265,165.77,30.63,6.7,Sunny,1.0,31.1,Winter,live-1775113543-006,West,Surat,Gujarat,India,Retail Hub 3
2024-01-01,S006,P0013,Groceries,East,342.701,100.754,100.754,102.42,78.81,2.42,Cloudy,0.0,74.08,Winter,live-1775113543-007,East,Kolkata,West Bengal,India,Retail Hub
2025-01-01,S005,P0025,Home Appliances,South,1758.448,172.838,172.838,178.5,68.44,9.06,Snowy,1.0,66.76,Winter,live-1775113543-008,South,Hyderabad,Telangana,India,Retail Hub 5
2025-01-01,S003,P0030,Industrial Tools,South,1678.203,181.201,181.201,183.95,71.83,10.39,Sunny,0.0,70.26,Winter,live-1775113543-009,South,Hyderabad,Telangana,India,Retail Hub 3
2025-01-01,S004,P0029,Office Supplies,East,1952.464,171.492,180.596,184.0,61.28,7.39,Sunny,0.0,57.96,Winter,live-1775113543-010,East,Bhubaneswar,Odisha,India,Retail Hub 4
2025-01-01,S002,P0028,Pet Supplies,West,1529.875,157.662,174.478,160.06,61.51,18.87,Cloudy,0.0,57.98,Winter,live-1775113543-011,West,Surat,Gujarat,India,Retail Hub 2
2025-01-01,S001,P0023,Pharmaceuticals,East,1213.976,124.003,141.223,133.51,61.23,3.95,Snowy,0.0,61.53,Winter,live-1775113543-012,East,Kolkata,West Bengal,India,Retail Hub 1
2025-01-02,S001,P0022,Semiconductors,East,1338.652,126.264,158.356,130.13,63.39,12.95,Snowy,0.0,59.65,Winter,live-1775113543-013,East,Bhubaneswar,Odisha,India,Retail Hub 1
2025-01-01,S006,P0026,Sports Equipment,West,1410.911,174.75,174.75,188.29,61.98,3.8,Rainy,1.0,60.5,Winter,live-1775113543-014,West,Surat,Gujarat,India,Retail Hub
2025-01-01,S005,P0016,Toys,North,2221.173,153.361,153.361,159.21,43.43,10.37,Sunny,0.0,45.24,Winter,live-1775113543-015,North,Chandigarh,Chandigarh,India,Retail Hub 5
2025-01-01,S002,Automotive Parts,Automotive Parts,East,285.268,213.79,226.274,228.32,68.55,9.8,Sunny,0.0,70.34,Winter,live-1775113594-001,Nan,Unknown,Unknown,India,Retail Hub 2
2025-01-02,S001,P0027,Beauty & Personal Care,East,1090.755,152.45,154.218,154.33,59.96,8.29,Rainy,0.0,58.81,Winter,live-1775113594-002,East,Guwahati,Assam,India,Retail Hub 1
2023-12-31,S003,P0011,Clothing,North,374.735,301.469,308.41,315.19,69.26,18.21,Snowy,0.0,71.46,Winter,live-1775113594-003,North,Lucknow,Uttar Pradesh,India,Retail Hub 3
2025-01-01,S005,P0021,EV Vehicles,East,1598.023,192.635,192.635,202.14,62.44,21.36,Cloudy,1.0,65.56,Winter,live-1775113594-004,East,Kolkata,West Bengal,India,Retail Hub 5
2025-01-01,S003,P0018,Electronics,East,1738.637,154.673,154.673,165.2,24.65,18.68,Sunny,1.0,23.58,Winter,live-1775113594-005,East,Kolkata,West Bengal,India,Retail Hub 3
2024-01-01,S006,P0009,Furniture,North,305.229,211.518,218.355,214.27,55.32,12.61,Cloudy,0.0,55.32,Winter,live-1775113594-006,North,Lucknow,Uttar Pradesh,India,Retail Hub
2023-12-31,S006,P0008,Groceries,West,286.349,217.468,217.468,231.75,86.7,0.0,Snowy,0.0,85.67,Winter,live-1775113594-007,West,Panaji,Goa,India,Retail Hub
2025-01-01,S001,P0025,Home Appliances,West,1443.084,131.714,162.568,141.38,59.1,29.87,Rainy,0.0,61.48,Winter,live-1775113594-008,West,Surat,Gujarat,India,Retail Hub 1
2025-01-01,S006,P0030,Industrial Tools,South,1357.355,176.937,176.937,187.98,67.53,10.63,Sunny,1.0,67.8,Winter,live-1775113594-009,South,Hyderabad,Telangana,India,Retail Hub
2025-01-01,S003,P0029,Office Supplies,East,1798.585,186.093,186.826,191.97,62.91,5.87,Sunny,0.0,62.4,Winter,live-1775113594-010,East,Bhubaneswar,Odisha,India,Retail Hub 3
2025-01-01,S001,P0028,Pet Supplies,East,1678.81,144.209,170.54,154.35,60.21,17.52,Rainy,0.0,62.11,Winter,live-1775113594-011,East,Bhubaneswar,Odisha,India,Retail Hub 1
2025-01-01,S005,P0023,Pharmaceuticals,South,1778.839,156.124,164.984,165.84,54.74,22.18,Snowy,0.0,55.95,Winter,live-1775113594-012,South,Hyderabad,Telangana,India,Retail Hub 5
2025-01-01,S002,P0022,Semiconductors,East,1313.44,133.696,150.292,135.42,53.42,9.69,Sunny,0.0,54.43,Winter,live-1775113594-013,East,Guwahati,Assam,India,Retail Hub 2
2025-01-01,S003,P0026,Sports Equipment,South,1636.043,170.06,187.619,182.4,61.71,2.14,Rainy,0.0,61.04,Winter,live-1775113594-014,South,Hyderabad,Telangana,India,Retail Hub 3
2025-01-01,S002,P0011,Toys,West,1649.75,161.062,174.528,172.53,38.76,15.25,Snowy,0.0,36.85,Winter,live-1775113594-015,West,Ahmedabad,Gujarat,India,Retail Hub 2
2025-01-01,S004,P0024,Automotive Parts,East,1792.755,138.775,157.002,143.54,53.92,11.4,Snowy,0.0,53.27,Winter,live-1775113686-001,East,Guwahati,Assam,India,Retail Hub 4
2025-01-01,S005,P0027,Beauty & Personal Care,West,2003.875,178.981,189.998,182.79,52.4,11.78,Sunny,0.0,52.01,Winter,live-1775113686-002,West,Surat,Gujarat,India,Retail Hub 5
2023-12-31,S006,P0013,Clothing,North,245.402,207.849,207.849,210.26,76.07,5.6,Cloudy,0.0,72.35,Winter,live-1775113686-003,North,Chandigarh,Chandigarh,India,Retail Hub
2025-01-01,S003,P0021,EV Vehicles,West,1429.605,153.82,163.745,162.83,48.94,6.47,Cloudy,0.0,47.01,Winter,live-1775113686-004,West,Surat,Gujarat,India,Retail Hub 3
2025-01-01,S006,P0012,Electronics,North,1302.983,120.863,123.31,128.69,55.14,10.95,Snowy,0.0,52.01,Winter,live-1775113686-005,North,Chandigarh,Chandigarh,India,Retail Hub
2023-12-31,S005,P0013,Furniture,West,354.097,304.645,304.645,323.72,20.43,22.95,Rainy,1.0,20.8,Winter,live-1775113686-006,West,Panaji,Goa,India,Retail Hub 5
2025-01-01,S005,P0011,Groceries,West,2154.57,155.474,155.474,160.55,103.52,12.26,Cloudy,0.0,101.45,Winter,live-1775113686-007,West,Pune,Maharashtra,India,Retail Hub 5
2025-01-02,S002,P0025,Home Appliances,East,1667.072,139.975,154.372,142.13,56.3,19.2,Rainy,0.0,54.38,Winter,live-1775113686-008,East,Bhubaneswar,Odisha,India,Retail Hub 2
2025-01-01,S002,P0030,Industrial Tools,East,1821.329,159.131,192.326,164.94,75.24,14.82,Rainy,0.0,78.57,Winter,live-1775113686-009,East,Bhubaneswar,Odisha,India,Retail Hub 2
2025-01-01,S005,P0029,Office Supplies,West,2191.511,183.164,185.893,187.79,68.28,25.48,Cloudy,0.0,64.79,Winter,live-1775113686-010,West,Surat,Gujarat,India,Retail Hub 5
2025-01-01,S005,P0028,Pet Supplies,West,1857.444,173.514,190.162,175.42,64.49,18.75,Cloudy,0.0,62.2,Winter,live-1775113686-011,West,Surat,Gujarat,India,Retail Hub 5
2025-01-01,S006,P0023,Pharmaceuticals,East,1254.121,143.683,149.499,155.12,53.01,6.73,Cloudy,1.0,51.57,Winter,live-1775113686-012,East,Bhubaneswar,Odisha,India,Retail Hub
2025-01-01,S002,P0022,Semiconductors,West,1408.365,117.617,157.871,126.69,54.92,9.1,Sunny,0.0,52.37,Winter,live-1775113686-013,West,Surat,Gujarat,India,Retail Hub 2
2025-01-01,S003,P0026,Sports Equipment,East,1609.056,149.606,154.329,160.01,58.23,14.39,Snowy,0.0,59.51,Winter,live-1775113686-014,East,Kolkata,West Bengal,India,Retail Hub 3
2023-12-31,S001,P0019,Toys,South,306.308,11.868,62.284,12.18,23.05,3.73,Snowy,1.0,21.68,Winter,live-1775113686-015,South,Kochi,Kerala,India,Retail Hub 1
2025-01-01,S003,P0024,Automotive Parts,West,1469.089,150.272,150.272,152.63,53.33,6.09,Sunny,0.0,50.19,Winter,live-1775113712-001,West,Surat,Gujarat,India,Retail Hub 3
2025-01-02,S001,P0027,Beauty & Personal Care,East,1658.737,132.794,159.684,141.64,56.31,4.13,Rainy,0.0,59.07,Winter,live-1775113712-002,East,Kolkata,West Bengal,India,Retail Hub 1
2025-01-01,S004,P0009,Clothing,East,1483.185,143.179,155.812,153.43,47.21,3.43,Snowy,0.0,49.39,Winter,live-1775113712-003,East,Ranchi,Jharkhand,India,Retail Hub 4
2025-01-01,S001,P0021,EV Vehicles,East,1418.687,104.115,108.636,111.32,48.82,2.99,Cloudy,0.0,46.07,Winter,live-1775113712-004,East,Bhubaneswar,Odisha,India,Retail Hub 1
2024-01-01,S003,P0008,Electronics,South,211.114,19.582,209.931,20.26,62.15,6.71,Sunny,1.0,60.87,Winter,live-1775113712-005,South,Hyderabad,Telangana,India,Retail Hub 3
2024-01-01,S003,P0008,Furniture,South,299.355,16.835,138.031,17.33,37.0,10.45,Rainy,1.0,38.33,Winter,live-1775113712-006,South,Chennai,Tamil Nadu,India,Retail Hub 3
2024-01-01,S002,P0010,Groceries,North,146.093,47.84,47.84,50.1,21.84,9.15,Snowy,1.0,22.22,Winter,live-1775113712-007,North,Lucknow,Uttar Pradesh,India,Retail Hub 2
2025-01-01,S004,P0025,Home Appliances,East,1710.638,140.268,141.02,148.53,71.31,18.33,Sunny,1.0,68.68,Winter,live-1775113712-008,East,Guwahati,Assam,India,Retail Hub 4
2025-01-01,S003,P0030,Industrial Tools,East,1609.481,162.627,178.734,165.6,65.24,11.14,Snowy,0.0,67.12,Winter,live-1775113712-009,East,Guwahati,Assam,India,Retail Hub 3
2025-01-01,S005,P0029,Office Supplies,South,1820.626,219.634,219.634,222.67,71.48,13.54,Rainy,1.0,72.78,Winter,live-1775113712-010,South,Hyderabad,Telangana,India,Retail Hub 5
2025-01-01,S003,P0028,Pet Supplies,South,2170.059,183.32,208.656,187.4,70.9,16.86,Snowy,0.0,73.98,Winter,live-1775113712-011,South,Hyderabad,Telangana,India,Retail Hub 3
2025-01-01,S005,P0023,Pharmaceuticals,West,1877.725,169.232,188.9,180.02,55.36,18.43,Rainy,0.0,55.5,Winter,live-1775113712-012,West,Surat,Gujarat,India,Retail Hub 5
2025-01-01,S006,P0022,Semiconductors,South,1223.509,131.575,131.575,137.7,58.87,4.83,Rainy,1.0,59.18,Winter,live-1775113712-013,South,Hyderabad,Telangana,India,Retail Hub
2025-01-01,S004,P0026,Sports Equipment,West,1811.363,204.416,204.416,211.36,63.2,4.5,Rainy,1.0,65.3,Winter,live-1775113712-014,West,Surat,Gujarat,India,Retail Hub 4
2025-01-01,S003,P0006,Toys,East,1749.169,143.448,146.686,147.17,43.64,25.04,Snowy,0.0,41.55,Winter,live-1775113712-015,East,Ranchi,Jharkhand,India,Retail Hub 3
2025-01-01,S003,P0024,Automotive Parts,East,1649.29,144.887,170.902,149.07,60.0,2.82,Snowy,0.0,60.86,Winter,live-1775113750-001,East,Kolkata,West Bengal,India,Retail Hub 3
2025-01-01,S002,P0027,Beauty & Personal Care,West,1685.073,152.734,164.025,163.12,50.36,12.47,Sunny,0.0,49.76,Winter,live-1775113750-002,West,Surat,Gujarat,India,Retail Hub 2
2025-01-01,S006,P0001,Clothing,East,1528.728,157.704,157.704,162.48,11.47,13.15,Rainy,1.0,11.67,Winter,live-1775113750-003,East,Bhubaneswar,Odisha,India,Retail Hub
2025-01-01,S004,P0021,EV Vehicles,South,1600.065,159.784,159.784,164.02,50.17,17.09,Snowy,1.0,48.59,Winter,live-1775113750-004,South,Hyderabad,Telangana,India,Retail Hub 4
2025-01-01,S005,P0011,Electronics,West,2299.254,192.55,192.55,205.28,93.62,7.43,Cloudy,1.0,94.18,Winter,live-1775113750-005,West,Mumbai,Maharashtra,India,Retail Hub 5
2023-12-31,S001,P0017,Furniture,West,108.913,39.905,176.157,41.1,95.3,19.88,Cloudy,0.0,92.75,Winter,live-1775113750-006,West,Ahmedabad,Gujarat,India,Retail Hub 1
2025-01-01,S002,P0005,Groceries,North,1779.949,106.884,111.896,109.49,14.21,13.18,Snowy,0.0,14.71,Winter,live-1775113750-007,North,New Delhi,Delhi,India,Retail Hub 2
2025-01-01,S003,P0025,Home Appliances,West,1593.499,161.993,161.993,165.12,58.51,27.46,Rainy,1.0,59.31,Winter,live-1775113750-008,West,Surat,Gujarat,India,Retail Hub 3
2025-01-01,S001,P0030,Industrial Tools,East,1808.555,182.213,182.213,185.55,60.23,20.35,Sunny,1.0,60.47,Winter,live-1775113750-009,East,Kolkata,West Bengal,India,Retail Hub 1
2025-01-01,S004,P0029,Office Supplies,East,1715.176,160.709,209.099,163.45,67.18,24.21,Rainy,0.0,66.57,Winter,live-1775113750-010,East,Kolkata,West Bengal,India,Retail Hub 4
2025-01-01,S004,P0028,Pet Supplies,West,1725.383,175.234,175.234,182.81,62.9,17.57,Cloudy,1.0,59.47,Winter,live-1775113750-011,West,Surat,Gujarat,India,Retail Hub 4
2025-01-01,S005,P0023,Pharmaceuticals,East,1561.175,162.612,162.612,174.84,67.14,14.8,Sunny,0.0,69.43,Winter,live-1775113750-012,East,Guwahati,Assam,India,Retail Hub 5
2025-01-01,S003,P0022,Semiconductors,East,1382.782,145.901,145.901,151.83,53.78,12.6,Sunny,1.0,55.01,Winter,live-1775113750-013,East,Guwahati,Assam,India,Retail Hub 3
2025-01-01,S001,P0026,Sports Equipment,East,1467.485,152.005,152.005,161.67,57.73,11.51,Snowy,0.0,58.7,Winter,live-1775113750-014,East,Kolkata,West Bengal,India,Retail Hub 1
2025-01-01,S005,P0018,Toys,North,1523.9,151.284,151.284,158.45,86.08,2.97,Snowy,0.0,85.92,Winter,live-1775113750-015,North,Lucknow,Uttar Pradesh,India,Retail Hub 5
2025-01-01,S006,Automotive Parts,Automotive Parts,East,280.628,187.37,197.798,190.85,70.03,11.86,Sunny,0.0,73.49,Winter,live-1775113788-001,Nan,Unknown,Unknown,India,Retail Hub
2025-01-01,S003,P0027,Beauty & Personal Care,East,2164.723,187.277,201.204,199.18,69.26,24.27,Sunny,0.0,69.16,Winter,live-1775113788-002,East,Bhubaneswar,Odisha,India,Retail Hub 3
2023-12-31,S006,P0016,Clothing,South,113.658,63.874,110.742,65.91,67.37,9.22,Snowy,0.0,66.77,Winter,live-1775113788-003,South,Bengaluru,Karnataka,India,Retail Hub
