Date,Product ID,Store ID,Actual_Demand,Predicted_Demand
2022-05-17,P0001,S001,191,145.15
2022-05-18,P0001,S001,148,135.31
2022-05-19,P0001,S001,17,133.32
2022-05-20,P0001,S001,75,147.36
2022-05-21,P0001,S001,314,137.19
2022-05-22,P0001,S001,46,135.67
2022-05-23,P0001,S001,66,129.55
2022-05-24,P0001,S001,173,131.05
2022-05-25,P0001,S001,68,135.08
2022-05-26,P0001,S001,200,128.41
2022-05-27,P0001,S001,32,127.29
2022-05-28,P0001,S001,393,142.42
2022-05-29,P0001,S001,11,131.08
2022-05-30,P0001,S001,307,127.03
2022-05-31,P0001,S001,109,134.41
2022-06-01,P0001,S001,198,132.11
2022-06-02,P0001,S001,385,144.62
2022-06-03,P0001,S001,25,133.56
2022-06-04,P0001,S001,48,146.28
2022-06-05,P0001,S001,164,146.61
2022-06-06,P0001,S001,113,146.7
2022-06-07,P0001,S001,237,142.28
2022-06-08,P0001,S001,90,144.02
2022-06-09,P0001,S001,259,130.62
2022-06-10,P0001,S001,158,132.42
2022-06-11,P0001,S001,254,126.91
2022-06-12,P0001,S001,315,134.84
2022-06-13,P0001,S001,58,139.74
2022-06-14,P0001,S001,109,132.48
2022-06-15,P0001,S001,98,147.02
2022-06-16,P0001,S001,260,143.63
2022-06-17,P0001,S001,53,141.82
2022-06-18,P0001,S001,31,135.6
2022-06-19,P0001,S001,253,140.7
2022-06-20,P0001,S001,205,141.54
2022-06-21,P0001,S001,191,136.04
2022-06-22,P0001,S001,238,127.44
2022-06-23,P0001,S001,268,133.05
2022-06-24,P0001,S001,95,148.0
2022-06-25,P0001,S001,202,128.97
2022-06-26,P0001,S001,8,128.05
2022-06-27,P0001,S001,48,126.3
2022-06-28,P0001,S001,256,131.36
2022-06-29,P0001,S001,22,135.42
2022-06-30,P0001,S001,151,140.28
2022-07-01,P0001,S001,35,130.11
2022-07-02,P0001,S001,8,131.6
2022-07-03,P0001,S001,92,138.98
2022-07-04,P0001,S001,143,133.16
2022-07-05,P0001,S001,75,142.13
2022-07-06,P0001,S001,4,141.68
2022-07-07,P0001,S001,70,144.55
2022-07-08,P0001,S001,118,140.26
2022-07-09,P0001,S001,6,142.88
2022-07-10,P0001,S001,56,130.72
2022-07-11,P0001,S001,310,143.92
2022-07-12,P0001,S001,87,136.32
2022-07-13,P0001,S001,194,138.85
2022-07-14,P0001,S001,374,149.32
2022-07-15,P0001,S001,63,135.13
2022-07-16,P0001,S001,39,138.18
2022-07-17,P0001,S001,12,139.77
2022-07-18,P0001,S001,42,135.38
2022-07-19,P0001,S001,179,139.06
2022-07-20,P0001,S001,114,136.67
2022-07-21,P0001,S001,183,139.06
2022-07-22,P0001,S001,88,143.6
2022-07-23,P0001,S001,236,131.29
2022-07-24,P0001,S001,292,136.17
2022-07-25,P0001,S001,34,138.06
2022-07-26,P0001,S001,153,134.27
2022-07-27,P0001,S001,266,144.34
2022-07-28,P0001,S001,312,141.41
2022-07-29,P0001,S001,177,128.09
2022-07-30,P0001,S001,202,149.88
2022-07-31,P0001,S001,322,137.56
2022-08-01,P0001,S001,67,132.04
2022-08-02,P0001,S001,141,139.59
2022-08-03,P0001,S001,224,136.63
2022-08-04,P0001,S001,276,140.53
2022-08-05,P0001,S001,27,141.35
2022-08-06,P0001,S001,229,143.12
2022-08-07,P0001,S001,244,139.15
2022-08-08,P0001,S001,46,139.04
2022-08-09,P0001,S001,208,144.36
2022-08-10,P0001,S001,16,135.25
2022-08-11,P0001,S001,178,132.61
2022-08-12,P0001,S001,153,136.5
2022-08-13,P0001,S001,71,137.54
2022-08-14,P0001,S001,344,147.84
2022-08-15,P0001,S001,156,141.71
2022-08-16,P0001,S001,129,137.57
2022-08-17,P0001,S001,248,131.96
2022-08-18,P0001,S001,4,130.69
2022-08-19,P0001,S001,178,128.23
2022-08-20,P0001,S001,376,139.07
2022-08-21,P0001,S001,176,144.11
2022-08-22,P0001,S001,74,140.46
2022-08-23,P0001,S001,227,148.37
2022-08-24,P0001,S001,42,131.52
2022-08-25,P0001,S001,63,132.24
2022-08-26,P0001,S001,165,133.64
2022-08-27,P0001,S001,225,139.25
2022-08-28,P0001,S001,11,131.74
2022-08-29,P0001,S001,180,137.63
2022-08-30,P0001,S001,164,128.49
2022-08-31,P0001,S001,204,133.83
2022-09-01,P0001,S001,17,138.02
2022-09-02,P0001,S001,155,131.21
2022-09-03,P0001,S001,153,124.34
2022-09-04,P0001,S001,59,128.84
2022-09-05,P0001,S001,64,138.03
2022-09-06,P0001,S001,365,141.13
2022-09-07,P0001,S001,71,130.66
2022-09-08,P0001,S001,48,136.08
2022-09-09,P0001,S001,0,140.49
2022-09-10,P0001,S001,228,149.88
2022-09-11,P0001,S001,276,137.5
2022-09-12,P0001,S001,351,147.9
2022-09-13,P0001,S001,461,144.68
2022-09-14,P0001,S001,89,127.87
2022-09-15,P0001,S001,380,140.06
2022-09-16,P0001,S001,64,145.23
2022-09-17,P0001,S001,183,142.35
2022-09-18,P0001,S001,46,137.17
2022-09-19,P0001,S001,277,132.66
2022-09-20,P0001,S001,138,139.85
2022-09-21,P0001,S001,83,133.16
2022-09-22,P0001,S001,150,142.01
2022-09-23,P0001,S001,31,141.43
2022-09-24,P0001,S001,148,139.6
2022-09-25,P0001,S001,263,144.56
2022-09-26,P0001,S001,248,135.81
2022-09-27,P0001,S001,41,142.18
2022-09-28,P0001,S001,36,134.76
2022-09-29,P0001,S001,108,134.54
2022-09-30,P0001,S001,59,139.97
2022-10-01,P0001,S001,201,139.2
2022-10-02,P0001,S001,336,145.83
2022-10-03,P0001,S001,125,137.94
2022-10-04,P0001,S001,17,129.57
2022-10-05,P0001,S001,25,132.48
2022-10-06,P0001,S001,39,144.84
2022-10-07,P0001,S001,322,135.72
2022-10-08,P0001,S001,169,140.41
2022-10-09,P0001,S001,52,146.51
2022-10-10,P0001,S001,300,137.87
2022-10-11,P0001,S001,12,138.14
2022-10-12,P0001,S001,315,145.97
2022-10-13,P0001,S001,9,146.18
2022-10-14,P0001,S001,317,127.15
2022-10-15,P0001,S001,57,137.41
2022-10-16,P0001,S001,113,138.53
2022-10-17,P0001,S001,353,139.26
2022-10-18,P0001,S001,274,139.44
2022-10-19,P0001,S001,50,132.66
2022-10-20,P0001,S001,116,134.0
2022-10-21,P0001,S001,37,125.87
2022-10-22,P0001,S001,39,140.96
2022-10-23,P0001,S001,136,144.19
2022-10-24,P0001,S001,295,148.13
2022-10-25,P0001,S001,37,142.63
2022-10-26,P0001,S001,39,137.77
2022-10-27,P0001,S001,248,146.95
2022-10-28,P0001,S001,203,132.73
2022-10-29,P0001,S001,97,138.7
2022-10-30,P0001,S001,70,138.41
2022-10-31,P0001,S001,14,129.45
2022-11-01,P0001,S001,171,143.93
2022-11-02,P0001,S001,136,134.48
2022-11-03,P0001,S001,179,133.47
2022-11-04,P0001,S001,161,137.16
2022-11-05,P0001,S001,305,141.87
2022-11-06,P0001,S001,171,143.03
2022-11-07,P0001,S001,112,130.95
2022-11-08,P0001,S001,139,134.76
2022-11-09,P0001,S001,105,136.69
2022-11-10,P0001,S001,30,133.04
2022-11-11,P0001,S001,77,132.7
2022-11-12,P0001,S001,123,141.15
2022-11-13,P0001,S001,79,139.17
2022-11-14,P0001,S001,8,137.46
2022-11-15,P0001,S001,24,145.65
2022-11-16,P0001,S001,137,146.84
2022-11-17,P0001,S001,10,142.01
2022-11-18,P0001,S001,107,137.24
2022-11-19,P0001,S001,156,127.4
2022-11-20,P0001,S001,239,134.01
2022-11-21,P0001,S001,16,122.56
2022-11-22,P0001,S001,63,135.33
2022-11-23,P0001,S001,149,127.97
2022-11-24,P0001,S001,108,138.2
2022-11-25,P0001,S001,268,134.93
2022-11-26,P0001,S001,72,127.31
2022-11-27,P0001,S001,123,142.5
2022-11-28,P0001,S001,10,140.1
2022-11-29,P0001,S001,18,134.36
2022-11-30,P0001,S001,381,146.79
2022-12-01,P0001,S001,191,143.5
2022-12-02,P0001,S001,289,135.38
2022-12-03,P0001,S001,7,134.65
2022-12-04,P0001,S001,350,140.48
2022-12-05,P0001,S001,6,133.7
2022-12-06,P0001,S001,177,134.66
2022-12-07,P0001,S001,90,130.38
2022-12-08,P0001,S001,281,142.58
2022-12-09,P0001,S001,311,126.91
2022-12-10,P0001,S001,80,136.38
2022-12-11,P0001,S001,15,144.25
2022-12-12,P0001,S001,27,145.96
2022-12-13,P0001,S001,41,147.73
2022-12-14,P0001,S001,94,140.01
2022-12-15,P0001,S001,114,140.37
2022-12-16,P0001,S001,301,138.65
2022-12-17,P0001,S001,107,127.48
2022-12-18,P0001,S001,72,130.13
2022-12-19,P0001,S001,43,128.44
2022-12-20,P0001,S001,102,137.4
2022-12-21,P0001,S001,167,134.21
2022-12-22,P0001,S001,279,148.69
2022-12-23,P0001,S001,77,135.67
2022-12-24,P0001,S001,40,135.4
2022-12-25,P0001,S001,86,132.23
2022-12-26,P0001,S001,51,138.88
2022-12-27,P0001,S001,164,128.14
2022-12-28,P0001,S001,48,145.39
2022-12-29,P0001,S001,28,148.18
2022-12-30,P0001,S001,83,137.64
2022-12-31,P0001,S001,378,136.63
2023-01-01,P0001,S001,182,132.5
2023-01-02,P0001,S001,79,137.19
2023-01-03,P0001,S001,236,137.37
2023-01-04,P0001,S001,270,126.51
2023-01-05,P0001,S001,136,138.65
2023-01-06,P0001,S001,14,140.94
2023-01-07,P0001,S001,33,141.9
2023-01-08,P0001,S001,58,137.27
2023-01-09,P0001,S001,46,142.89
2023-01-10,P0001,S001,27,143.6
2023-01-11,P0001,S001,259,136.84
2023-01-12,P0001,S001,25,128.37
2023-01-13,P0001,S001,86,137.38
2023-01-14,P0001,S001,54,132.46
2023-01-15,P0001,S001,377,135.5
2023-01-16,P0001,S001,156,142.29
2023-01-17,P0001,S001,38,135.07
2023-01-18,P0001,S001,137,133.51
2023-01-19,P0001,S001,82,135.3
2023-01-20,P0001,S001,168,142.12
2023-01-21,P0001,S001,63,134.6
2023-01-22,P0001,S001,125,139.1
2023-01-23,P0001,S001,69,140.89
2023-01-24,P0001,S001,407,138.57
2023-01-25,P0001,S001,3,132.13
2023-01-26,P0001,S001,167,146.62
2023-01-27,P0001,S001,88,136.42
2023-01-28,P0001,S001,106,145.09
2023-01-29,P0001,S001,221,141.66
2023-01-30,P0001,S001,65,138.85
2023-01-31,P0001,S001,186,137.98
2023-02-01,P0001,S001,91,140.66
2023-02-02,P0001,S001,169,136.1
2023-02-03,P0001,S001,120,134.45
2023-02-04,P0001,S001,30,145.95
2023-02-05,P0001,S001,64,134.72
2023-02-06,P0001,S001,199,135.71
2023-02-07,P0001,S001,151,129.7
2023-02-08,P0001,S001,145,141.9
2023-02-09,P0001,S001,245,140.13
2023-02-10,P0001,S001,130,135.97
2023-02-11,P0001,S001,354,145.16
2023-02-12,P0001,S001,336,123.22
2023-02-13,P0001,S001,341,139.4
2023-02-14,P0001,S001,122,137.02
2023-02-15,P0001,S001,246,139.47
2023-02-16,P0001,S001,169,138.73
2023-02-17,P0001,S001,173,139.01
2023-02-18,P0001,S001,74,147.04
2023-02-19,P0001,S001,23,147.25
2023-02-20,P0001,S001,86,137.65
2023-02-21,P0001,S001,85,138.88
2023-02-22,P0001,S001,87,141.51
2023-02-23,P0001,S001,237,143.49
2023-02-24,P0001,S001,62,134.92
2023-02-25,P0001,S001,82,144.71
2023-02-26,P0001,S001,247,142.13
2023-02-27,P0001,S001,63,141.08
2023-02-28,P0001,S001,265,134.69
2023-03-01,P0001,S001,24,133.92
2023-03-02,P0001,S001,177,145.62
2023-03-03,P0001,S001,269,131.75
2023-03-04,P0001,S001,168,122.51
2023-03-05,P0001,S001,153,131.02
2023-03-06,P0001,S001,441,143.13
2023-03-07,P0001,S001,35,145.21
2023-03-08,P0001,S001,261,141.28
2023-03-09,P0001,S001,18,135.75
2023-03-10,P0001,S001,132,140.48
2023-03-11,P0001,S001,85,142.57
2023-03-12,P0001,S001,386,143.84
2023-03-13,P0001,S001,12,133.95
2023-03-14,P0001,S001,12,138.27
2023-03-15,P0001,S001,29,147.7
2023-03-16,P0001,S001,53,149.08
2023-03-17,P0001,S001,107,129.43
2023-03-18,P0001,S001,54,133.45
2023-03-19,P0001,S001,233,127.59
2023-03-20,P0001,S001,18,124.51
2023-03-21,P0001,S001,38,151.8
2023-03-22,P0001,S001,262,133.15
2023-03-23,P0001,S001,22,139.26
2023-03-24,P0001,S001,239,135.94
2023-03-25,P0001,S001,382,146.59
2023-03-26,P0001,S001,289,143.97
2023-03-27,P0001,S001,90,128.9
2023-03-28,P0001,S001,339,132.24
2023-03-29,P0001,S001,159,135.4
2023-03-30,P0001,S001,35,137.59
2023-03-31,P0001,S001,171,149.55
2023-04-01,P0001,S001,308,135.68
2023-04-02,P0001,S001,337,128.85
2023-04-03,P0001,S001,231,132.52
2023-04-04,P0001,S001,91,138.08
2023-04-05,P0001,S001,117,130.83
2023-04-06,P0001,S001,270,132.75
2023-04-07,P0001,S001,41,129.18
2023-04-08,P0001,S001,6,147.37
2023-04-09,P0001,S001,33,137.65
2023-04-10,P0001,S001,28,132.6
2023-04-11,P0001,S001,61,130.58
2023-04-12,P0001,S001,233,133.18
2023-04-13,P0001,S001,15,127.03
2023-04-14,P0001,S001,379,133.37
2023-04-15,P0001,S001,109,124.97
2023-04-16,P0001,S001,108,143.79
2023-04-17,P0001,S001,82,125.19
2023-04-18,P0001,S001,58,148.16
2023-04-19,P0001,S001,18,139.61
2023-04-20,P0001,S001,72,141.65
2023-04-21,P0001,S001,153,137.01
2023-04-22,P0001,S001,114,143.28
2023-04-23,P0001,S001,62,132.28
2023-04-24,P0001,S001,37,136.11
2023-04-25,P0001,S001,165,139.51
2023-04-26,P0001,S001,388,142.66
2023-04-27,P0001,S001,213,132.01
2023-04-28,P0001,S001,145,132.83
2023-04-29,P0001,S001,28,143.08
2023-04-30,P0001,S001,18,151.57
2023-05-01,P0001,S001,6,138.28
2023-05-02,P0001,S001,306,138.29
2023-05-03,P0001,S001,58,143.59
2023-05-04,P0001,S001,191,138.05
2023-05-05,P0001,S001,69,140.15
2023-05-06,P0001,S001,11,142.61
2023-05-07,P0001,S001,33,133.14
2023-05-08,P0001,S001,0,143.72
2023-05-09,P0001,S001,20,133.78
2023-05-10,P0001,S001,197,137.27
2023-05-11,P0001,S001,31,130.78
2023-05-12,P0001,S001,121,131.03
2023-05-13,P0001,S001,267,134.65
2023-05-14,P0001,S001,61,124.37
2023-05-15,P0001,S001,15,136.03
2023-05-16,P0001,S001,261,146.23
2023-05-17,P0001,S001,203,135.08
2023-05-18,P0001,S001,168,136.36
2023-05-19,P0001,S001,165,138.31
2023-05-20,P0001,S001,299,137.91
2023-05-21,P0001,S001,93,140.16
2023-05-22,P0001,S001,69,142.98
2023-05-23,P0001,S001,44,150.59
2023-05-24,P0001,S001,101,140.13
2023-05-25,P0001,S001,75,137.21
2023-05-26,P0001,S001,69,132.92
2023-05-27,P0001,S001,50,143.97
2023-05-28,P0001,S001,113,145.6
2023-05-29,P0001,S001,170,137.04
2023-05-30,P0001,S001,1,140.87
2023-05-31,P0001,S001,121,143.03
2023-06-01,P0001,S001,191,129.42
2023-06-02,P0001,S001,76,126.02
2023-06-03,P0001,S001,96,143.85
2023-06-04,P0001,S001,31,132.48
2023-06-05,P0001,S001,41,146.84
2023-06-06,P0001,S001,157,133.53
2023-06-07,P0001,S001,5,137.96
2023-06-08,P0001,S001,317,133.59
2023-06-09,P0001,S001,45,135.23
2023-06-10,P0001,S001,89,128.75
2023-06-11,P0001,S001,209,144.86
2023-06-12,P0001,S001,6,144.1
2023-06-13,P0001,S001,60,139.41
2023-06-14,P0001,S001,281,135.92
2023-06-15,P0001,S001,67,126.61
2023-06-16,P0001,S001,138,131.39
2023-06-17,P0001,S001,51,133.59
2023-06-18,P0001,S001,425,135.78
2023-06-19,P0001,S001,181,143.59
2023-06-20,P0001,S001,47,135.66
2023-06-21,P0001,S001,176,130.71
2023-06-22,P0001,S001,286,131.13
2023-06-23,P0001,S001,55,130.37
2023-06-24,P0001,S001,65,140.56
2023-06-25,P0001,S001,55,132.09
2023-06-26,P0001,S001,286,139.19
2023-06-27,P0001,S001,62,128.91
2023-06-28,P0001,S001,183,134.56
2023-06-29,P0001,S001,148,147.61
2023-06-30,P0001,S001,61,142.65
2023-07-01,P0001,S001,263,143.4
2023-07-02,P0001,S001,163,125.76
2023-07-03,P0001,S001,42,132.73
2023-07-04,P0001,S001,37,136.34
2023-07-05,P0001,S001,147,140.78
2023-07-06,P0001,S001,25,143.91
2023-07-07,P0001,S001,113,128.29
2023-07-08,P0001,S001,170,138.11
2023-07-09,P0001,S001,77,141.53
2023-07-10,P0001,S001,80,141.59
2023-07-11,P0001,S001,26,144.88
2023-07-12,P0001,S001,133,145.32
2023-07-13,P0001,S001,157,134.5
2023-07-14,P0001,S001,153,136.98
2023-07-15,P0001,S001,46,134.12
2023-07-16,P0001,S001,202,134.91
2023-07-17,P0001,S001,83,134.45
2023-07-18,P0001,S001,183,137.91
2023-07-19,P0001,S001,334,125.0
2023-07-20,P0001,S001,346,135.86
2023-07-21,P0001,S001,16,126.29
2023-07-22,P0001,S001,141,144.82
2023-07-23,P0001,S001,114,129.41
2023-07-24,P0001,S001,247,147.62
2023-07-25,P0001,S001,169,135.32
2023-07-26,P0001,S001,153,140.18
2023-07-27,P0001,S001,150,147.63
2023-07-28,P0001,S001,346,141.33
2023-07-29,P0001,S001,23,140.32
2023-07-30,P0001,S001,382,144.12
2023-07-31,P0001,S001,6,125.64
2023-08-01,P0001,S001,109,134.19
2023-08-02,P0001,S001,154,140.65
2023-08-03,P0001,S001,435,138.69
2023-08-04,P0001,S001,55,121.2
2023-08-05,P0001,S001,23,142.72
2023-08-06,P0001,S001,187,130.34
2023-08-07,P0001,S001,14,131.05
2023-08-08,P0001,S001,335,145.27
2023-08-09,P0001,S001,455,142.98
2023-08-10,P0001,S001,176,141.48
2023-08-11,P0001,S001,90,130.33
2023-08-12,P0001,S001,46,131.8
2023-08-13,P0001,S001,145,134.99
2023-08-14,P0001,S001,72,131.69
2023-08-15,P0001,S001,289,139.26
2023-08-16,P0001,S001,50,136.6
2023-08-17,P0001,S001,225,135.25
2023-08-18,P0001,S001,293,134.34
2023-08-19,P0001,S001,39,142.84
2023-08-20,P0001,S001,31,140.89
2023-08-21,P0001,S001,115,133.6
2023-08-22,P0001,S001,143,142.68
2023-08-23,P0001,S001,33,140.31
2023-08-24,P0001,S001,244,143.23
2023-08-25,P0001,S001,92,132.6
2023-08-26,P0001,S001,150,131.58
2023-08-27,P0001,S001,204,126.52
2023-08-28,P0001,S001,189,146.15
2023-08-29,P0001,S001,0,131.18
2023-08-30,P0001,S001,309,134.19
2023-08-31,P0001,S001,64,130.57
2023-09-01,P0001,S001,90,132.45
2023-09-02,P0001,S001,8,137.09
2023-09-03,P0001,S001,62,147.98
2023-09-04,P0001,S001,34,149.51
2023-09-05,P0001,S001,15,134.8
2023-09-06,P0001,S001,127,134.17
2023-09-07,P0001,S001,369,139.26
2023-09-08,P0001,S001,25,131.8
2023-09-09,P0001,S001,105,137.26
2023-09-10,P0001,S001,96,138.44
2023-09-11,P0001,S001,46,137.94
2023-09-12,P0001,S001,10,132.8
2023-09-13,P0001,S001,93,130.8
2023-09-14,P0001,S001,34,130.86
2023-09-15,P0001,S001,18,144.86
2023-09-16,P0001,S001,122,134.35
2023-09-17,P0001,S001,139,139.3
2023-09-18,P0001,S001,262,132.68
2023-09-19,P0001,S001,72,130.49
2023-09-20,P0001,S001,104,146.76
2023-09-21,P0001,S001,309,128.91
2023-09-22,P0001,S001,234,138.56
2023-09-23,P0001,S001,283,130.1
2023-09-24,P0001,S001,28,133.04
2023-09-25,P0001,S001,41,144.15
2023-09-26,P0001,S001,111,146.15
2023-09-27,P0001,S001,351,136.18
2023-09-28,P0001,S001,217,135.08
2023-09-29,P0001,S001,279,145.81
2023-09-30,P0001,S001,64,136.37
2023-10-01,P0001,S001,20,144.48
2023-10-02,P0001,S001,38,141.52
2023-10-03,P0001,S001,204,136.46
2023-10-04,P0001,S001,87,145.15
2023-10-05,P0001,S001,72,132.64
2023-10-06,P0001,S001,415,145.15
2023-10-07,P0001,S001,16,131.47
2023-10-08,P0001,S001,24,143.99
2023-10-09,P0001,S001,110,131.12
2023-10-10,P0001,S001,32,143.26
2023-10-11,P0001,S001,17,135.98
2023-10-12,P0001,S001,77,132.92
2023-10-13,P0001,S001,221,135.49
2023-10-14,P0001,S001,18,147.51
2023-10-15,P0001,S001,31,136.57
2023-10-16,P0001,S001,109,138.91
2023-10-17,P0001,S001,100,141.26
2023-10-18,P0001,S001,108,141.12
2023-10-19,P0001,S001,201,138.85
2023-10-20,P0001,S001,377,130.34
2023-10-21,P0001,S001,56,130.33
2023-10-22,P0001,S001,152,142.01
2023-10-23,P0001,S001,381,139.17
2023-10-24,P0001,S001,20,123.72
2023-10-25,P0001,S001,27,133.93
2023-10-26,P0001,S001,177,138.08
2023-10-27,P0001,S001,20,134.24
2023-10-28,P0001,S001,255,143.97
2023-10-29,P0001,S001,218,145.66
2023-10-30,P0001,S001,362,141.44
2023-10-31,P0001,S001,311,131.33
2023-11-01,P0001,S001,15,133.63
2023-11-02,P0001,S001,139,146.96
2023-11-03,P0001,S001,136,146.07
2023-11-04,P0001,S001,180,133.72
2023-11-05,P0001,S001,21,141.48
2023-11-06,P0001,S001,49,131.33
2023-11-07,P0001,S001,22,136.57
2023-11-08,P0001,S001,324,133.94
2023-11-09,P0001,S001,75,131.46
2023-11-10,P0001,S001,234,142.58
2023-11-11,P0001,S001,59,128.83
2023-11-12,P0001,S001,136,149.03
2023-11-13,P0001,S001,24,143.76
2023-11-14,P0001,S001,56,134.26
2023-11-15,P0001,S001,55,133.67
2023-11-16,P0001,S001,49,128.49
2023-11-17,P0001,S001,416,128.85
2023-11-18,P0001,S001,223,135.09
2023-11-19,P0001,S001,105,137.72
2023-11-20,P0001,S001,365,134.0
2023-11-21,P0001,S001,21,134.19
2023-11-22,P0001,S001,132,135.37
2023-11-23,P0001,S001,226,134.2
2023-11-24,P0001,S001,16,146.27
2023-11-25,P0001,S001,371,134.46
2023-11-26,P0001,S001,52,126.18
2023-11-27,P0001,S001,187,133.53
2023-11-28,P0001,S001,89,142.06
2023-11-29,P0001,S001,110,136.91
